-9.12E-07,1.19E-05,3.59E-07
-8.44E-07,1.18E-05,3.49E-07
-7.81E-07,1.17E-05,3.41E-07
-7.23E-07,1.15E-05,3.35E-07
-6.69E-07,1.14E-05,3.34E-07
-6.20E-07,1.13E-05,3.39E-07
-5.76E-07,1.12E-05,3.49E-07
-5.37E-07,1.11E-05,3.63E-07
-5.03E-07,1.09E-05,3.77E-07
-4.75E-07,1.08E-05,3.89E-07
-4.53E-07,1.07E-05,3.97E-07
-4.36E-07,1.06E-05,3.97E-07
-4.23E-07,1.04E-05,3.91E-07
-4.13E-07,1.03E-05,3.78E-07
-4.00E-07,1.02E-05,3.66E-07
-3.83E-07,1.00E-05,3.54E-07
-3.59E-07,9.91E-06,3.47E-07
-3.25E-07,9.78E-06,3.48E-07
-2.81E-07,9.65E-06,3.56E-07
-2.26E-07,9.53E-06,3.70E-07
-1.62E-07,9.40E-06,3.86E-07
-8.88E-08,9.27E-06,4.02E-07
-1.02E-08,9.15E-06,4.13E-07
7.31E-08,9.02E-06,4.16E-07
1.59E-07,8.89E-06,4.10E-07
2.48E-07,8.76E-06,3.98E-07
3.40E-07,8.63E-06,3.83E-07
4.35E-07,8.50E-06,3.65E-07
5.32E-07,8.37E-06,3.55E-07
6.30E-07,8.24E-06,3.47E-07
7.27E-07,8.11E-06,3.48E-07
8.19E-07,7.98E-06,3.55E-07
8.95E-07,7.85E-06,3.62E-07
9.66E-07,7.71E-06,3.67E-07
1.02E-06,7.58E-06,3.69E-07
1.07E-06,7.44E-06,3.69E-07
1.10E-06,7.30E-06,3.67E-07
1.12E-06,7.16E-06,3.64E-07
1.13E-06,7.02E-06,3.60E-07
1.14E-06,6.88E-06,3.56E-07
1.14E-06,6.74E-06,3.53E-07
1.13E-06,6.60E-06,3.50E-07
1.12E-06,6.46E-06,3.47E-07
1.10E-06,6.32E-06,3.45E-07
1.09E-06,6.18E-06,3.43E-07
1.07E-06,6.04E-06,3.42E-07
1.05E-06,5.90E-06,3.40E-07
1.04E-06,5.76E-06,3.39E-07
1.02E-06,5.61E-06,3.37E-07
1.01E-06,5.47E-06,3.35E-07
9.99E-07,5.33E-06,3.33E-07
9.91E-07,5.19E-06,3.32E-07
9.88E-07,5.05E-06,3.30E-07
9.87E-07,4.91E-06,3.28E-07
9.89E-07,4.77E-06,3.26E-07
