WS_output_63,0.030999999,4.425207138,-2004.612305,112643.1484,-4.596358299,1994.983887,112245.2969,-4.265463829,-2242.033936,127178.0859,4.453550816,2251.827637,127580.1797,-4.322944164,-2242.086182,127174.4922,4.510065079,2251.423828,127562.625,4.167458534,-2004.718994,112645.9922,-4.334500313,1995.065918,112253.5547
WS_output_64,0.031500001,4.42327261,-2004.608643,112643.1406,-4.59209013,1994.987427,112245.2891,-4.266457558,-2242.037354,127178.0859,4.452699184,2251.824463,127580.1719,-4.32165432,-2242.089111,127174.4922,4.506550312,2251.420166,127562.6094,4.168010235,-2004.71582,112645.9922,-4.333440304,1995.068726,112253.5625
WS_output_65,0.032000002,4.422388077,-2004.606567,112643.125,-4.587870121,1994.989624,112245.2969,-4.268755436,-2242.040039,127178.0938,4.451882362,2251.822266,127580.1719,-4.321317196,-2242.09082,127174.4844,4.502419949,2251.417236,127562.5938,4.169970512,-2004.713135,112645.9844,-4.33289814,1995.070679,112253.5625
WS_output_66,0.032499999,4.422620296,-2004.606689,112643.1172,-4.583659649,1994.989868,112245.3125,-4.272343159,-2242.041748,127178.1094,4.450969219,2251.820801,127580.1797,-4.321938515,-2242.091064,127174.4688,4.497674465,2251.416016,127562.5625,4.173387527,-2004.711304,112645.9688,-4.332726479,1995.071655,112253.5547
WS_output_67,0.033,4.424016953,-2004.608276,112643.1094,-4.579545498,1994.98877,112245.3281,-4.277066231,-2242.043457,127178.1172,4.449760437,2251.819824,127580.1953,-4.32346487,-2242.090576,127174.4453,4.492540836,2251.415771,127562.5313,4.178182602,-2004.709717,112645.9453,-4.332724571,1995.072144,112253.5313
WS_output_68,0.033500001,4.426633358,-2004.611206,112643.1172,-4.575550079,1994.98645,112245.3438,-4.282836437,-2242.04541,127178.125,4.448075294,2251.818359,127580.2109,-4.325843811,-2242.090088,127174.4219,4.487202644,2251.416016,127562.5078,4.184355259,-2004.708374,112645.9219,-4.332680225,1995.072754,112253.5078
WS_output_69,0.034000002,4.430468082,-2004.61438,112643.125,-4.571821213,1994.983765,112245.3594,-4.289375782,-2242.047607,127178.125,4.445748806,2251.816162,127580.2344,-4.329077244,-2242.089844,127174.4063,4.481878281,2251.416504,127562.4922,4.191610336,-2004.706787,112645.9063,-4.332428455,1995.073975,112253.4844
WS_output_70,0.034499999,4.435525894,-2004.616699,112643.1484,-4.568478107,1994.981689,112245.3672,-4.296443462,-2242.05127,127178.125,4.442607403,2251.8125,127580.25,-4.333132267,-2242.091064,127174.3984,4.476835251,2251.41626,127562.5,4.199723721,-2004.704712,112645.9063,-4.33176899,1995.076416,112253.4609
WS_output_71,0.035,4.441732883,-2004.617676,112643.1641,-4.565620899,1994.980713,112245.3672,-4.303753853,-2242.055176,127178.1094,4.438649178,2251.807861,127580.2578,-4.338124752,-2242.093262,127174.4063,4.472089291,2251.415283,127562.5234,4.208249569,-2004.702026,112645.9141,-4.330667973,1995.079834,112253.4531
WS_output_72,0.035500001,4.449059963,-2004.616699,112643.1719,-4.563337326,1994.981323,112245.3594,-4.31105423,-2242.060059,127178.0938,4.433773994,2251.802246,127580.2578,-4.344083786,-2242.09668,127174.4297,4.467792034,2251.413086,127562.5625,4.21687746,-2004.698608,112645.9375,-4.328978539,1995.084351,112253.4609
WS_output_73,0.035999998,4.457379341,-2004.61438,112643.1719,-4.561511993,1994.98291,112245.3438,-4.318244457,-2242.064697,127178.0781,4.42818737,2251.797119,127580.25,-4.351194382,-2242.100342,127174.4453,4.463656902,2251.410156,127562.5938,4.225268364,-2004.695068,112645.9688,-4.326776981,1995.088989,112253.4766
WS_output_74,0.036499999,4.46669817,-2004.611084,112643.1641,-4.560116768,1994.985474,112245.3203,-4.325380325,-2242.069336,127178.0625,4.421878815,2251.791992,127580.2344,-4.359397888,-2242.104492,127174.4688,4.459717751,2251.406738,127562.625,4.233527184,-2004.691406,112646,-4.324041367,1995.09375,112253.5078
WS_output_75,0.037,4.476820946,-2004.608154,112643.1563,-4.558825493,1994.987793,112245.3047,-4.332506657,-2242.072998,127178.0547,4.415158749,2251.788086,127580.2188,-4.3687644,-2242.107422,127174.4844,4.455636978,2251.403564,127562.6406,4.241488934,-2004.68811,112646.0234,-4.320793152,1995.097412,112253.5313
WS_output_76,0.037500001,4.487774372,-2004.605225,112643.1328,-4.55768013,1994.990234,112245.2891,-4.33965683,-2242.075928,127178.0469,4.407969475,2251.785156,127580.2031,-4.379202366,-2242.109863,127174.4922,4.451526165,2251.400391,127562.6406,4.2492733,-2004.685181,112646.0391,-4.317016125,1995.100464,112253.5469
WS_output_77,0.037999999,4.499326229,-2004.60376,112643.1172,-4.556282043,1994.991577,112245.2891,-4.347061634,-2242.077881,127178.0469,4.400604725,2251.783203,127580.1953,-4.390412807,-2242.111328,127174.4844,4.447286606,2251.397949,127562.6328,4.2571311,-2004.682739,112646.0391,-4.312673092,1995.102295,112253.5547
WS_output_78,0.0385,4.511499882,-2004.603149,112643.1016,-4.554740429,1994.992188,112245.2891,-4.354654312,-2242.079346,127178.0547,4.392998695,2251.782227,127580.1953,-4.402388096,-2242.112061,127174.4688,4.443005562,2251.39624,127562.6094,4.265020847,-2004.680908,112646.0313,-4.307777405,1995.103271,112253.5469
WS_output_79,0.039000001,4.523983955,-2004.603516,112643.1016,-4.552843094,1994.992188,112245.2891,-4.362545013,-2242.080811,127178.0547,4.385380745,2251.781006,127580.2031,-4.414553642,-2242.112549,127174.4531,4.438910007,2251.395264,127562.5938,4.273204327,-2004.679443,112646.0156,-4.30232048,1995.104004,112253.5313
WS_output_80,0.039500002,4.536846161,-2004.604614,112643.0938,-4.550676346,1994.991455,112245.3047,-4.370672226,-2242.081787,127178.0625,4.377693176,2251.780273,127580.2109,-4.427055359,-2242.112793,127174.4375,4.434952736,2251.394775,127562.5703,4.281577587,-2004.678345,112645.9922,-4.296329021,1995.104248,112253.5156
WS_output_81,0.039999999,4.549742222,-2004.605713,112643.1016,-4.548269272,1994.990723,112245.3125,-4.378920555,-2242.083252,127178.0703,4.37013483,2251.778809,127580.2188,-4.439388275,-2242.113525,127174.4297,4.431399822,2251.394287,127562.5625,4.290129185,-2004.67749,112645.9766,-4.289950371,1995.104736,112253.5
WS_output_82,0.0405,4.56259346,-2004.606567,112643.1094,-4.545642853,1994.990112,112245.3203,-4.387245655,-2242.085205,127178.0625,4.362755299,2251.776855,127580.2188,-4.451466084,-2242.114746,127174.4297,4.428286076,2251.393799,127562.5625,4.298823833,-2004.676636,112645.9688,-4.283242702,1995.105713,112253.4844
WS_output_83,0.041000001,4.575208664,-2004.606812,112643.1172,-4.542913914,1994.989868,112245.3281,-4.395470619,-2242.087402,127178.0547,4.355688095,2251.774414,127580.2266,-4.46319437,-2242.116455,127174.4375,4.425591946,2251.393066,127562.5781,4.307448387,-2004.675659,112645.9688,-4.276440144,1995.106934,112253.4766
WS_output_84,0.041499998,4.587444305,-2004.606201,112643.125,-4.540118694,1994.990356,112245.3203,-4.403519154,-2242.090332,127178.0469,4.34902668,2251.770996,127580.2188,-4.474421501,-2242.118652,127174.4609,4.423362732,2251.391846,127562.6016,4.31594038,-2004.674683,112645.9844,-4.269654751,1995.108887,112253.4844
WS_output_85,0.041999999,4.599208355,-2004.604614,112643.125,-4.537329197,1994.991455,112245.3125,-4.411280155,-2242.093262,127178.0313,4.342868805,2251.767334,127580.2188,-4.485223293,-2242.121582,127174.4766,4.421403408,2251.389893,127562.6328,4.324116707,-2004.673462,112646,-4.263113499,1995.111084,112253.5
